#DataThief C:\Users\SSTEWART\Dropbox\Documents\Manuscripts\InPrep\Mercury\Fiquet-2010-Science-Peridotite-Melting-Fig3.jpg Friday 14-Jun-2013 11:27:50 AM
2.3522, 1706.3197
2.7285, 1780.6691
3.4812, 1862.9846
4.2339, 1939.9893
5.1747, 2009.0281
6.3038, 2088.6883
7.621, 2157.7269
9.0323, 2221.4551
10.7258, 2269.2511
12.9839, 2303.7706
15.1478, 2322.3578
16.1828, 2364.8433
17.1237, 2402.0181
18.1586, 2407.3287
19.8521, 2409.9841
21.5457, 2417.9501
22.7688, 2441.8481
23.8978, 2473.7122
30.9543, 2648.9644
35.0941, 2747.2119
39.422, 2853.4254
43.2796, 2941.0515
46.1962, 3010.0903
49.5833, 3079.129
54.7581, 3187.9979
58.0511, 3251.726
64.2608, 3368.5608
70.0941, 3474.7743
77.8091, 3596.9198
85.7124, 3719.0653
91.6398, 3798.7254
98.2258, 3878.3856
105.0941, 3950.0796
112.1505, 4021.7738
118.7366, 4069.5697
126.3575, 4125.3319
131.9085, 4154.5406
140.0, 4194.3707
